@name,enabled,type,nameUi,order,weight,cost,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,speedLimiter,minMainTurrets,minMainBarrels,#comment,#comment2,#cost_base,#cost_base_mod
dreadnought_tower_main_fuso_cruiser3,,tower_main,Refit Tower III,,790,7200000,,240,akizuki_tower_main_b_cruiser,1.5,,tower_main,,need(Nagara_Cruiser ),"tower_main(1), night(44), aim(16), acc(19.5), acc_long(31.5), radio(67.5), fire_ex(17), smoke(-47), size(28), tspot(6000), torpedo_detect(54)",,,,,,,,,,,,,,,,,,,790,592.5,5000000,15000000
dreadnought_tower_main_fuso_cruiser2,,tower_main,Refit Tower II,,710,6600000,,220,akizuki_tower_main_b_cruiser,1.45,,tower_main,,need(Nagara_Cruiser ),"tower_main(1), night(42), aim(14), acc(18.5), acc_long(29.5), radio(65), fire_ex(16), smoke(-46), size(27), tspot(5750), torpedo_detect(52)",,,,,,,,,,,,,,,,,,,710,532.5,5000000,15000000
dreadnought_tower_main_fuso_cruiser1,,tower_main,Refit Tower I,,650,6000000,,200,akizuki_tower_main_b_cruiser,1.4,,tower_main,,need(Nagara_Cruiser ),"tower_main(1), night(40), aim(12), acc(17.5), acc_long(27.5), radio(62.5), fire_ex(15), smoke(-45), size(25), tspot(5500), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,650,487.5,5000000,15000000
dreadnought_tower_main_german1,,tower_main,Advanced Dreadnought Tower I,,2250,13950000,,310,dreadnought_tower_main_huge_c,1.28,,tower_main,,"need(BC_Derfflinger), need(g3), with_barbette","tower_main(1), night(60), aim(32), acc(26), acc_long(47), radio(82), fire_ex(22), smoke(-67), size(28), tspot(6700), torpedo_detect(82)",,,,,,,,,,,,,,,,,,,2250,1687.5,4650000,13950000
dreadnought_tower_main_11_big,,tower_main,Advanced Tower XII,,2100,13050000,,290,dreadnought_tower_main_huge_b,1.22,,tower_main,,"need(BB_Super), need(g3), with_barbette","tower_main(1), night(55), aim(30), acc(25), acc_long(45), radio(80), fire_ex(20), smoke(-65), size(27), tspot(6500), torpedo_detect(80)",,,,,,,,,,,,,,,,,,,2100,1575,4350000,13050000
dreadnought_tower_main_11,,tower_main,Advanced Tower XII,,1950,13050000,,290,dreadnought_tower_main_huge_b,1.17,,tower_main,,"need(BB;BB_Flat2), need(g3), with_barbette, needunlock(late_BB_towers_level_3)","tower_main(1), night(55), aim(30),  acc(25), acc_long(45), radio(80), fire_ex(20), smoke(-65), size(27), tspot(6200), torpedo_detect(75)",,,,,,,,,,,,,,,,,,,1950,1462.5,4350000,13050000
dreadnought_tower_main_10_big,,tower_main,Advanced Tower XI,,1950,7875000,,290,dreadnought_tower_main_huge_a,1.4,,tower_main,,"need(BB_Super_Britain), need(g3), with_barbette, needunlock(late_BB_towers_level_3)","tower_main(1), night(45), aim(25), acc(20), acc_long(35), radio(75), fire_ex(20), smoke(-60), size(26), tspot(6500), torpedo_detect(80)",,,,,,,,,,,,,,,,,,,1950,1462.5,2625000,7875000
dreadnought_tower_cage_short4_usa,,tower_main,Shortened Advanced Cage Mast IV,,1650,3275000,,130,texas_tower_main_b,1.74,,tower_main,usa,"need(BC_BritainSuper;BB_Flat;BB_Flat2;BB_Super;BB_USA2), need(g2;g3)","hsize(290), tower_main(1), night(17), aim(12), acc(8.5), acc_long(46), radio(64), fire_ex(14), smoke(-47), size(21), tspot(6150), torpedo_detect(61)",,,,,,,,,,,,,,,,,,,1650,1237.5,390000,1170000
dreadnought_tower_cage_5_usa_newyork,,tower_main,2nd Gen Large Cage Mast III,,1790,3375000,,125,texas_tower_main_a,1.63,,tower_main,usa,"need(BC_BritainSuper;BB_Flat;BB_Flat2;BB_Super;BB_USA2), need(g2;g3)","hsize(290), tower_main(1), night(14), aim(7), acc(6.7), acc_long(53), radio(79), fire_ex(15.5), smoke(-47), size(22.5), tspot(7600), torpedo_detect(69)",,,,,,,,,,,,,,,,,,,1790,1342.5,925000,2775000
dreadnought_tower_cage_4_usa_newyork,,tower_main,2nd Gen Large Cage Mast II,,1550,3165000,,115,texas_tower_main_a,1.5,,tower_main,usa,"need(BC_BritainSuper;BB_Flat;BB_Flat2;BB_Super;BB_USA2), need(g2;g3)","hsize(290), tower_main(1), night(14), aim(6), acc(6), acc_long(51), radio(77), fire_ex(15), smoke(-45), size(21.5), tspot(7200), torpedo_detect(67)",,,,,,,,,,,,,,,,,,,1550,1162.5,855000,2565000
dreadnought_tower_cage_4_usa_newyork_small,,tower_main,2nd Gen Large Cage Mast I,,1450,2885000,,110,texas_tower_main_a,1.45,,tower_main,,"need(BB_USA2), need(g2;g3)","hsize(290), tower_main(1), night(14), aim(5.5), acc(6), acc_long(49), radio(757), fire_ex(14.5), smoke(-44), size(21), tspot(7000), torpedo_detect(65)",,,,,,,,,,,,,,,,,,,1450,1087.5,795000,2385000
dreadnought_tower_main_10,,tower_main,Advanced Tower XI,,1560,7875000,,250,dreadnought_tower_main_huge_a,1.17,,tower_main,,"need(BB_Super;BB;BB_Flat2), need(g3), with_barbette, needunlock(late_BB_towers_level_3)","tower_main(1), night(45), aim(25), acc(20), acc_long(35), radio(75), fire_ex(20), smoke(-60), size(24), tspot(6500), torpedo_detect(80)",,,,,,,,,,,,,,,,,,,1560,1170,2625000,7875000
battlecruiser_advanced_tower_2,,tower_main,Advanced Tower XII,,1400,7110000,,270,invincible_tower_main_b,1.37,,tower_main,,"need(BC_BritainSuper), need(g3), needunlock(late_BB_towers_level_2)","tower_main(1), night(55), aim(26), acc(19.5), acc_long(37.5), radio(80), fire_ex(22), smoke(-63), size(26), tspot(6900), torpedo_detect(85)",,,,,,,,,,,,,,,,,,,1470,1102.5,2370000,7110000
battlecruiser_advanced_tower_1,,tower_main,Advanced Tower XI,,1300,6000000,,220,invincible_tower_main_a,1.41,,tower_main,,"need(BC_BritainSuper), need(g3)","tower_main(1), night(50), aim(24), acc(18), acc_long(35), radio(75), fire_ex(19), smoke(-60), size(24), tspot(6900), torpedo_detect(85)",,,,,,,,,,,,,,,,,,,1350,1012.5,2000000,6000000
dreadnought_tower_main_9,,tower_main,Advanced Tower X,,1200,5625000,,200,dreadnought_tower_main_big_c,1.52,,tower_main,,"need(BB_Super_Britain;BB_Super;BC_BritainSuper;BB;BB_Flat2;BB_Britain_Alt2), need(g3), needunlock(late_BB_towers_level_3)","tower_main(1), night(45), aim(22), acc(16), acc_long(30), radio(70), fire_ex(18), smoke(-58), size(22), tspot(6900), torpedo_detect(85)",,,,,,,,,,,,,,,,,,,1290,967.5,1875000,5625000
dreadnought_tower_main_8,,tower_main,Advanced Tower IX,,1140,4500000,,170,dreadnought_tower_main_big_b,1.47,,tower_main,,"need(BB_Super;BC_BritainSuper;BB;BB_Flat2;BB_Britain_Alt2), need(g3), needunlock(late_BB_towers_level_3)","tower_main(1), night(41), aim(20), acc(14), acc_long(25), radio(70), fire_ex(18), smoke(-55), size(22), tspot(6000), torpedo_detect(60)",,,,,,,,,,,,,,,,,,,1140,855,1500000,4500000
dreadnought_tower_main_4_big,,tower_main,Advanced Tower VIII (Enhanced),,1080,3825000,,160,invincible_tower_main_a,1.34,,tower_main,,"need(BB_Super;BB;BB_Flat2;BC_Britain_Medium), need(g3), need(g2;g3), need(g2;g3), needunlock(late_BB_towers_level_2)","tower_main(1), night(40), aim(18), acc(12), acc_long(22), radio(65), fire_ex(17), smoke(-52), size(21), tspot(5500), torpedo_detect(59)",,,,,,,,,,,,,,,,,,,1080,810,1275000,3825000
dreadnought_tower_main_austria_3,,tower_main,Large Main Tower IV,,1050,9900000,,170,dreadnought_tower_main_c_modified,1.17,,tower_main,austria,"need(BC;BC_Britain;BB_Flat;BB_Flat2;BC_BritainSuper;BB_Super;BB_Tegetthof), needunlock(late_BB_towers_level_2)","tower_main(1), night(56), aim(20), acc(14), acc_long(25), radio(84), fire_ex(20.5), smoke(-46), size(26), tspot(6500), torpedo_detect(66)",,,,,,,,,,,,,,,,,,,1050,787.5,3300000,9900000
dreadnought_tower_main_austria_2,,tower_main,Large Main Tower III,,960,7500000,,160,dreadnought_tower_main_c_modified,1.11,,tower_main,austria,"need(BC;BC_Britain;BB_Flat;BB_Flat2;BC_BritainSuper;BB_Super;BB_Tegetthof), needunlock(early_BB_towers_level_4)","tower_main(1), night(54), aim(19), acc(13), acc_long(24), radio(82), fire_ex(19.5), smoke(-45), size(24.5), tspot(6250), torpedo_detect(64)",,,,,,,,,,,,,,,,,,,960,720,2500000,7500000
dreadnought_tower_main_austria_1,,tower_main,Large Main Tower II,,870,5100000,,150,dreadnought_tower_main_c_modified,1.05,,tower_main,austria,need(BC;BC_Britain;BB_Flat;BB_Flat2;BC_BritainSuper;BB_Super;BB_Tegetthof),"tower_main(1), night(52), aim(18), acc(12), acc_long(23), radio(80), fire_ex(18.5), smoke(-43), size(23), tspot(6000), torpedo_detect(62)",,,,,,,,,,,,,,,,,,,870,652.5,1700000,5100000
dreadnought_tower_main_austria_0,,tower_main,Large Main Tower I,,780,3600000,,140,dreadnought_tower_main_c_modified,1,,tower_main,,need(BB_Tegetthof),"tower_main(1), night(50), aim(17), acc(11), acc_long(22), radio(78), fire_ex(17.5), smoke(-41), size(21.5), tspot(5750), torpedo_detect(60)",,,,,,,,,,,,,,,,,,,780,585,1200000,3600000
dreadnought_tower_main_4_big2,,tower_main,Advanced Tower VIII,,1050,3645000,,160,invincible_tower_main_a,1.29,,tower_main,,"need(BB_Super;BB;BB_Flat2;BC_Britain_Medium), need(g3)","tower_main(1), night(37), aim(17), acc(11), acc_long(21), radio(62), fire_ex(15.5), smoke(-51), size(20), tspot(5350), torpedo_detect(58)",,,,,,,,,,,,,,,,,,,1050,787.5,1215000,3645000
dreadnought_tower_main_7,,tower_main,Advanced Tower VII,,1014,3375000,,155,dreadnought_tower_main_big_d,1.25,,tower_main,,"need(BB_Super;BB_Flat2), need(g3), with_barbette, needunlock(late_BB_towers_level_3)","tower_main(1), night(35), aim(16), acc(10), acc_long(20), radio(60), fire_ex(14), smoke(-49), size(19), tspot(5200), torpedo_detect(57.5)",,,,,,,,,,,,,,,,,,,1014,760.5,1125000,3375000
dreadnought_tower_main_6,,tower_main,Advanced Tower VI,,960,3150000,,150,dreadnought_tower_main_big_e,1.25,,tower_main,,"need(BB_Super;BB_Flat2), need(g3), with_barbette, needunlock(late_BB_towers_level_3)","tower_main(1), night(35), aim(15), acc(9), acc_long(19), radio(60), fire_ex(14), smoke(-48), size(18), tspot(5000), torpedo_detect(56.5)",,,,,,,,,,,,,,,,,,,960,720,1050000,3150000
dreadnought_tower_main_5,,tower_main,Advanced Tower V,,900,2925000,,145,dreadnought_tower_main_big_f,1.35,,tower_main,,"need(BB_Super;BB_Flat2), need(g3), with_barbette, needunlock(late_BB_towers_level_3)","tower_main(1), night(32), aim(14), acc(7), acc_long(18.5), radio(60), fire_ex(13), smoke(-45), size(17), tspot(4800), torpedo_detect(55)",,,,,,,,,,,,,,,,,,,900,675,975000,2925000
dreadnought_tower_main_5_var,,tower_main,Advanced Tower VII,,930,2955000,,145,dreadnought_tower_main_big_f,1.375,,tower_main,,"need(BC_Britain_Medium), need(g3), with_barbette","tower_main(1), night(32), aim(14), acc(7.5), acc_long(18.5), radio(60), fire_ex(14), smoke(-45), size(17), tspot(4800), torpedo_detect(55)",,,,,,,,,,,,,,,,,,,930,697.5,985000,2955000
dreadnought_tower_main_6_var,,tower_main,Advanced Tower VI,,840,2700000,,140,dreadnought_tower_main_big_e,1.165,,tower_main,,"need(BC_Britain_Medium), need(g3)","tower_main(1), night(30), aim(13), acc(7), acc_long(16), radio(55), fire_ex(13), smoke(-40), size(16), tspot(4700), torpedo_detect(52.5)",,,,,,,,,,,,,,,,,,,840,630,900000,2700000
dreadnought_tower_main_4_bigvar,,tower_main,Reinforced Standard Tower II,,810,5100000,,150,dreadnought_tower_main_c,1.05,,tower_main,,"need(BB), need(g2), needunlock(late_BB_towers_level_2)","tower_main(1), night(52), aim(16), acc(11), acc_long(22), radio(80), fire_ex(18.5), smoke(-43), size(23), tspot(6000), torpedo_detect(62)",,,,,,,,,,,,,,,,,,,810,607.5,1700000,5100000
dreadnought_tower_main_4,,tower_main,Reinforced Standard Tower I,,750,4200000,,145,dreadnought_tower_main_c,1,,tower_main,,"need(BB), need(g2)","tower_main(1), night(50), aim(15), acc(10), acc_long(21), radio(78), fire_ex(17.5), smoke(-42), size(22), tspot(5800), torpedo_detect(60)",,,,,,,,,,,,,,,,,,,750,562.5,1400000,4200000
dreadnought_tower_main_3_bigvar,,tower_main,Advanced Tower III (Enhanced),,660,2205000,,140,dreadnought_tower_main_a,1.05,,tower_main,,"need(BB;BC_Britain_Var), need(g2), needunlock(late_BB_towers_level_2)","tower_main(1), night(35), aim(13), acc(7), acc_long(17.5), radio(60), fire_ex(12), smoke(-41), size(16), tspot(5500), torpedo_detect(57)",,,,,,,,,,,,,,,,,,,660,495,735000,2205000
dreadnought_tower_main_3,,tower_main,Advanced Tower III,,600,2025000,,135,dreadnought_tower_main_a,1,,tower_main,,"need(BB;BC_Britain_Var), need(g2)","tower_main(1), night(30), aim(12), acc(6), acc_long(16), radio(55), fire_ex(11), smoke(-40), size(15), tspot(5200), torpedo_detect(55)",,,,,,,,,,,,,,,,,,,600,450,675000,2025000
dreadnought_tower_cage_short3_usa,,tower_main,Shortened Advanced Cage Mast III,,400,5250000,,107,texas_tower_main_b,1.32,,tower_main,usa,"need(BC_BritainSuper;BB_Flat;BB_Flat2;BB_Super;CA_Tennessee), need(g1;g2;g3)","hsize(290), tower_main(1), night(16), aim(11.5), acc(8), acc_long(44), radio(62), fire_ex(13), smoke(-46), size(20), tspot(5850), torpedo_detect(59)",,,,,,,,,,,,,,,,,,,400,300,390000,1170000
dreadnought_tower_cage_5_usa_shared,,tower_main,Large Cage Mast VI,,420,2250000,,104,south_carolina_tower_main_a,1.325,,tower_main,usa,"need(BC_BritainSuper;BB_Flat;BB_Flat2;BB_Super), need(g1;g2;g3)","hsize(290), tower_main(1), night(12), aim(5), acc(5), acc_long(49), radio(75), fire_ex(14), smoke(-44), size(20.5), tspot(7000), torpedo_detect(65)",,,,,,,,,,,,,,,,,,,420,315,750000,2250000
dreadnought_tower_cage_4_usa_shared,,tower_main,Large Cage Mast V,,360,1800000,,101,south_carolina_tower_main_a,1.25,,tower_main,usa,"need(BC;BC_Britain;BB_Flat;BB_Flat2;BC_BritainSuper;BB_Super), need(g1;g2;g3)","hsize(290), tower_main(1), night(11), aim(4), acc(4), acc_long(45), radio(71), fire_ex(13), smoke(-43), size(20), tspot(6600), torpedo_detect(62)",,,,,,,,,,,,,,,,,,,360,270,600000,1800000
dreadnought_tower_cage_5_usa,,tower_main,Large Cage Mast IV,,345,1650000,,98,south_carolina_tower_main_a,1.2,,tower_main,usa,"need(BB_USA2), need(g2;g3), needunlock(late_BB_towers_level_2)","hsize(290), tower_main(1), night(12), aim(5), acc(5), acc_long(43), radio(68), fire_ex(13), smoke(-42), size(19), tspot(6300), torpedo_detect(59)",,,,,,,,,,,,,,,,,,,345,258.75,550000,1650000
dreadnought_tower_cage_short2_usa,,tower_main,Shortened Advanced Cage Mast II,,360,4950000,,90,texas_tower_main_b,1.277,,tower_main,usa,"need(BB_USA_NewYork;BB_USA_NewYork_gen2;CA_Tennessee), need(g1;g2;g3)","hsize(290), tower_main(1), night(15), aim(11), acc(7), acc_long(42), radio(60), fire_ex(12.5), smoke(-45), size(20), tspot(5650), torpedo_detect(57)",,,,,,,,,,,,,,,,,,,360,270,390000,1170000
dreadnought_tower_cage_3_usa_newyork,,tower_main,2nd Generation Cage Mast III,,340,2690000,,115,texas_tower_main_a,1.14,,tower_main,usa,"need(BB_USA_NewYork;BB_USA_NewYork_gen2), need(g1;g2;g3)","hsize(290), tower_main(1), night(14), aim(10), acc(6.5), acc_long(40), radio(58), fire_ex(12), smoke(-44), size(19.5), tspot(5450), torpedo_detect(55)",,,,,,,,,,,,,,,,,,,340,255,155000,465000
dreadnought_tower_cage_2_usa_newyork,,tower_main,2nd Generation Cage Mast II,,290,2350000,,105,texas_tower_main_a,1.07,,tower_main,usa,"need(BB_USA_NewYork;BB_USA_NewYork_gen2), need(g1;g2;g3)","hsize(290), tower_main(1), night(12), aim(9), acc(6), acc_long(38), radio(56), fire_ex(11), smoke(-41), size(18.5), tspot(5250), torpedo_detect(52)",,,,,,,,,,,,,,,,,,,290,217.5,115000,345000
dreadnought_tower_cage_1_usa_newyork,,tower_main,2nd Generation Cage Mast I,,250,2085000,,95,texas_tower_main_a,1,,tower_main,usa,"need(BB_USA_NewYork;BB_USA;BB_USA_NewYork_gen2), need(g1;g2;g3)","hsize(250), tower_main(1), night(10), aim(7.5), acc(5.5), acc_long(36), radio(53), fire_ex(10), smoke(-39), size(17.5), tspot(5150), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,250,187.5,795000,2385000
dreadnought_tower_cage_4_usa,,tower_main,Large Cage Mast III,,285,1500000,,95,south_carolina_tower_main_a,1.12,,tower_main,,"need(BB_USA2), need(g2;g3)","hsize(290), tower_main(1), night(10), aim(3.5), acc(3), acc_long(41), radio(65), fire_ex(12), smoke(-41), size(18), tspot(6000), torpedo_detect(56)",,,,,,,,,,,,,,,,,,,285,213.75,500000,1500000
dreadnought_tower_cage_3_usa_big,,tower_main,Large Cage Mast II,,257,1425000,,92,south_carolina_tower_main_a,1.05,,tower_main,,"need(BB_USA;B_usa), need(g1;g2), needunlock(early_BB_towers_level_2)","hsize(250), tower_main(1), night(10), aim(3.25), acc(2.5), acc_long(38), radio(56), fire_ex(10), smoke(-40), size(17), tspot(5350), torpedo_detect(53)",,,,,,,,,,,,,,,,,,,257,192.75,475000,1425000
dreadnought_tower_cage_short1_usa,,tower_main,Shortened Advanced Cage Mast I,,245,1370000,,90,texas_tower_main_b,1,,tower_main,usa,"need(BB_USA;B_usa;B_usa_early;B_Kearsarge), need(g1;g2), needunlock(late_BB_towers_level_2)","hsize(220), tower_main(1), night(9), aim(3.2), acc(2.5), acc_long(37), radio(54), fire_ex(10.5), smoke(-39), size(17), tspot(5250), torpedo_detect(52)",,,,,,,,,,,,,,,,,,,245,183.75,390000,1170000
dreadnought_tower_cage_3_usa,,tower_main,Large Cage Mast I,,236,1275000,,89,south_carolina_tower_main_a,1,,tower_main,,"need(BB_USA;B_usa), need(g1;g2)","hsize(250), tower_main(1), night(10), aim(3), acc(2.5), acc_long(36), radio(53), fire_ex(10), smoke(-39), size(16.5), tspot(5150), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,236,177,425000,1275000
dreadnought_tower_cage_2_usa,,tower_main,Medium Cage Mast III,,216,1170000,,86,south_carolina_tower_main_b,1,,tower_main,usa,"need(BB_USA;B_usa;B_usa_early;B_Kearsarge;CA_Tennessee), need(g1;g2)","hsize(220), tower_main(1), night(8), aim(3), acc(2), acc_long(34), radio(51), fire_ex(9), smoke(-38), size(16), tspot(4950), torpedo_detect(47.5)",,,,,,,,,,,,,,,,,,,216,162,390000,1170000
dreadnought_tower_cage_2_usa_shared_big,,tower_main,Medium Cage Mast II,,204,1080000,,83,south_carolina_tower_main_b,0.82,,tower_main,usa,"need(CA;B;B_Kearsarge;CA_Pennsylvania), need(g1;g2), needunlock(early_BB_towers_level_2)","hsize(220), tower_main(1), night(8), aim(3), acc(2), acc_long(30), radio(49), fire_ex(9), smoke(-37), size(15.75), tspot(4750), torpedo_detect(47.5)",,,,,,,,,,,,,,,,,,,204,153,360000,1080000
dreadnought_tower_cage_2_usa_shared,,tower_main,Medium Cage Mast I ,,186,960000,,80,south_carolina_tower_main_b,0.77,,tower_main,usa,"need(CA;B;B_Kearsarge;CA_StLouis), need(g1;g2)","hsize(220), tower_main(1), night(8), aim(3), acc(2), acc_long(26), radio(47), fire_ex(9), smoke(-36), size(15.75), tspot(4450), torpedo_detect(47.5)",,,,,,,,,,,,,,,,,,,186,139.5,320000,960000
dreadnought_tower_cage_1_usa_big,,tower_main,Small Cage Mast IV,,174,915000,,75,south_carolina_tower_main_b,0.65,,tower_main,usa,"need(CA_med;CA_small;CA_StLouis), need(g1), needunlock(early_BB_towers_level_2)","hsize(220), tower_main(1), night(8), aim(2), acc(2), acc_long(24), radio(45), fire_ex(8), smoke(-35), size(15), tspot(4300), torpedo_detect(47)",,,,,,,,,,,,,,,,,,,174,130.5,305000,915000
dreadnought_tower_cage_1_usa,,tower_main,Small Cage Mast III,,156,825000,,70,south_carolina_tower_main_b,0.6,,tower_main,usa,"need(CA_med;CA_small;CA_StLouis), need(g1)","hsize(220), tower_main(1), night(8), aim(2), acc(2), acc_long(20), radio(40), fire_ex(8), smoke(-34), size(14), tspot(4000), torpedo_detect(45)",,,,,,,,,,,,,,,,,,,156,117,275000,825000
dreadnought_tower_cage_0_usa_big,,tower_main,Small Cage Mast II,,147,750000,,65,south_carolina_tower_main_b,0.59,,tower_main,usa,"need(CA_tiny;CA_extratiny), need(g1), needunlock(early_BB_towers_level_2)","hsize(220), tower_main(1), night(7), aim(2), acc(2), acc_long(18), radio(35), fire_ex(6), smoke(-32), size(13), tspot(3800), torpedo_detect(43)",,,,,,,,,,,,,,,,,,,147,110.25,250000,750000
dreadnought_tower_cage_0_usa,,tower_main,Small Cage Mast I,,132,660000,,60,south_carolina_tower_main_b,0.55,,tower_main,usa,"need(CA_tiny;CA_extratiny), need(g1)","hsize(220), tower_main(1), night(7), aim(2), acc(2), acc_long(15), radio(30), fire_ex(6), smoke(-30), size(12), tspot(3500), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,132,99,220000,660000
dreadnought_tower_main_3_cl_var3,,tower_main,Advanced Tower V,,700,2185000,,160,dreadnought_tower_main_b_tall,1.15,,tower_main,,"need(BB;CL_Armor_Exp;CL_Armor_Exp_adv), needunlock(late_BB_towers_level_3)","tower_main(1), night(33), aim(13.5), acc(8.5), acc_long(19), radio(56), fire_ex(13), smoke(-33), size(18), tspot(4800), torpedo_detect(56)",,,,,,,,,,,,,,,,,,,700,525,595000,1785000
dreadnought_tower_main_3_cl_var2,,tower_main,Advanced Tower IV,,700,2185000,,160,dreadnought_tower_main_b_tall,1.1,,tower_main,,"need(BB;CL_Armor_Exp;CL_Armor_Exp_adv), needunlock(late_BB_towers_level_2)","tower_main(1), night(31), aim(12.5), acc(7.5), acc_long(18), radio(54), fire_ex(12), smoke(-32), size(17), tspot(4500), torpedo_detect(54)",,,,,,,,,,,,,,,,,,,700,525,595000,1785000
dreadnought_tower_main_3_cl_var1,,tower_main,Advanced Tower IIII,,630,2085000,,145,dreadnought_tower_main_b_tall,1.05,,tower_main,,need(BB;CL_Armor_Exp;CL_Armor_Exp_adv),"tower_main(1), night(29), aim(11.5), acc(6.5), acc_long(17), radio(52), fire_ex(11), smoke(-31), size(16), tspot(4250), torpedo_detect(52)",,,,,,,,,,,,,,,,,,,630,472.5,595000,1785000
dreadnought_tower_main_2_bigvar,,tower_main,Advanced Tower II (Enhanced),,522,1785000,,130,dreadnought_tower_main_b,1.05,,tower_main,,"need(BB;CL_Armor_Exp), needunlock(late_BB_towers_level_2)","tower_main(1), night(27), aim(10.5), acc(5.5), acc_long(15), radio(50), fire_ex(10), smoke(-30), size(15), tspot(4000), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,522,391.5,595000,1785000
dreadnought_tower_main_2,,tower_main,Advanced Tower II,,480,1575000,,125,dreadnought_tower_main_b,1,,tower_main,,need(BB;CL_Armor_Exp),"tower_main(1), night(25), aim(11), acc(5), acc_long(14), radio(45), fire_ex(9), smoke(-29), size(13.5), tspot(3700), torpedo_detect(45)",,,,,,,,,,,,,,,,,,,480,360,525000,1575000
dreadnought_tower_german_main_7_large,,tower_main,Advanced Foredeck Tower X,,1110,3765000,,165,vdt_tower_main_tall,1.75,,tower_main,,need(BC_Derfflinger),"tower_main(1), night(40.5), aim(22), acc(17), acc_long(25), radio(45), fire_ex(15.5), smoke(-38), size(20), tspot(5350), torpedo_detect(61)",,,,,,,,,,,,,,,,,,,1110,832.5,1255000,3765000
dreadnought_tower_german_main_6_large,,tower_main,Advanced Foredeck Tower IX,,1035,3465000,,160,vdt_tower_main_tall,1.7,,tower_main,,need(BC_Derfflinger),"tower_main(1), night(39), aim(20.5), acc(15), acc_long(23), radio(42.5), fire_ex(14.5), smoke(-36), size(19), tspot(5150), torpedo_detect(59)",,,,,,,,,,,,,,,,,,,1035,776.25,1155000,3465000
dreadnought_tower_german_main_5_large,,tower_main,Advanced Foredeck Tower VIII,,960,3165000,,155,vdt_tower_main,1.65,,tower_main,,need(BC_Derfflinger),"tower_main(1), night(37.5), aim(19), acc(13), acc_long(21), radio(40), fire_ex(13.5), smoke(-35), size(18), tspot(4950), torpedo_detect(57)",,,,,,,,,,,,,,,,,,,960,720,1055000,3165000
dreadnought_tower_german_main_4_large,,tower_main,Advanced Foredeck Tower VII,,885,2775000,,145,vdt_tower_main,1.55,,tower_main,,need(BC_Derfflinger),"tower_main(1), night(35), aim(17.5), acc(11), acc_long(19), radio(37.5), fire_ex(12.5), smoke(-34), size(17), tspot(4750), torpedo_detect(55)",,,,,,,,,,,,,,,,,,,885,663.75,925000,2775000
dreadnought_tower_german_main_3_large,,tower_main,Advanced Foredeck Tower VI,,714,2475000,,130,vdt_tower_main,1.35,,tower_main,,"need(BC_VonderTann_Large;BB_Helgoland), needunlock(early_BB_towers_level_4)","tower_main(1), night(32), aim(15.5), acc(9), acc_long(17), radio(35), fire_ex(11.5), smoke(-33), size(16), tspot(4500), torpedo_detect(52)",,,,,,,,,,,,,,,,,,,714,535.5,825000,2475000
dreadnought_tower_german_main_2_large,,tower_main,Advanced Foredeck Tower V,,660,2295000,,125,vdt_tower_main,1.3,,tower_main,,"need(BC_VonderTann_Large;BB_Helgoland), needunlock(early_BB_towers_level_4)","tower_main(1), night(30), aim(14.5), acc(8), acc_long(16), radio(34), fire_ex(11), smoke(-32), size(15.5), tspot(4300), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,660,495,765000,2295000
dreadnought_tower_german_main_1_large,,tower_main,Advanced Foredeck Tower IV,,588,2115000,,120,vdt_tower_main,1.25,,tower_main,,"need(BC_VonderTann_Large), needunlock(early_BB_towers_level_3)","tower_main(1), night(28), aim(13.5), acc(7), acc_long(15), radio(33), fire_ex(10.5), smoke(-31), size(15), tspot(4100), torpedo_detect(48)",,,,,,,,,,,,,,,,,,,588,441,705000,2115000
dreadnought_tower_german_main_b_2_large,,tower_main,Foredeck Tower IV,,540,1875000,,115,vdt_tower_main_b,1.3,,tower_main,,need(BC_VonderTann_Large),"tower_main(1), night(26), aim(12.5), acc(6), acc_long(14), radio(32), fire_ex(10), smoke(-30), size(14.5), tspot(3900), torpedo_detect(46)",,,,,,,,,,,,,,,,,,,540,405,625000,1875000
dreadnought_tower_german_main_b_large,,tower_main,Foredeck Tower III,,492,1725000,,110,vdt_tower_main_b,1.25,,tower_main,,need(BC_VonderTann_Large),"tower_main(1), night(25), aim(12), acc(5.5), acc_long(13.5), radio(38), fire_ex(9.5), smoke(-29), size(14), tspot(3700), torpedo_detect(44)",,,,,,,,,,,,,,,,,,,492,369,575000,1725000
dreadnought_tower_german_main_1_large_var,,tower_main,Advanced Foredeck Tower IV,,588,2115000,,120,vdt_tower_main_tall,1.25,,tower_main,,"need(BB_Nassau_Large;BB_Helgoland), needunlock(early_BB_towers_level_3)","tower_main(1), night(28), aim(13.5), acc(7), acc_long(15), radio(33), fire_ex(10.5), smoke(-31), size(15), tspot(4100), torpedo_detect(48)",,,,,,,,,,,,,,,,,,,588,441,705000,2115000
