#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
gun_13_x4,,330,gun_13_x4,,,dido_gun_cal200_x4,1.28334375,1.343946094,1.2,,dido_gun_cal200_x4,1.31625,1.37840625,1.22,,richelieu_gun_b_380_x4,0.995,0.995,1.24,,richelieu_gun_b_380_x4,1.025,1.025,1.26,,kgeorge_gun_380_x4_c,1.053,1.07800875,1.18,,,1.0125,1.036546875,1.053,1.07800875,,,,,
gun_14_x4,,356,gun_14_x4,,,dido_gun_cal200_x4,1.37840625,1.436632031,1.2,,dido_gun_cal200_x4,1.41375,1.47346875,1.22,,richelieu_gun_b_380_x4,1.05,1.1,05.24,,richelieu_gun_b_380_x4,1.055,1.055,1.26,,kgeorge_gun_380_x4_c,1.10565,1.1293425,1.18,,,1.063125,1.08590625,1.10565,1.1293425,,,,,
gun_15_x4,,381,gun_15_x4,,,dido_gun_cal200_x4,1.47346875,1.529317969,1.2,,dido_gun_cal200_x4,1.51125,1.56853125,1.22,,richelieu_gun_b_380_x4,1.105,1.105,1.24,,richelieu_gun_b_380_x4,1.11,1.11,1.26,,kgeorge_gun_380_x4_c,1.1583,1.18067625,1.18,,,1.11375,1.135265625,1.1583,1.18067625,,,,,
gun_16_x4,,406,gun_16_x4,,,dido_gun_cal200_x4,1.56853125,1.622003906,1.2,,dido_gun_cal200_x4,1.60875,1.66359375,1.22,,richelieu_gun_b_380_x4,1.16,1.16,1.24,,richelieu_gun_b_380_x4,1.165,1.165,1.26,,kgeorge_gun_380_x4_c,1.21095,1.23201,1.18,,,1.164375,1.184625,1.21095,1.23201,,,,,
gun_17_x4,,432,gun_17_x4,,,dido_gun_cal200_x4,1.66359375,1.714689844,1.2,,dido_gun_cal200_x4,1.70625,1.75865625,1.22,,richelieu_gun_b_380_x4,1.215,1.215,1.24,,richelieu_gun_b_380_x4,1.22,1.22,1.26,,kgeorge_gun_380_x4_c,1.2636,1.2936105,1.18,,,1.215,1.24385625,1.2636,1.2936105,,,,,
gun_18_x4,,457,gun_18_x4,,,dido_gun_cal200_x4,1.75865625,1.807375781,1.2,,dido_gun_cal200_x4,1.80375,1.85371875,1.22,,richelieu_gun_b_380_x4,1.27,1.27,1.24,,richelieu_gun_b_380_x4,1.275,1.275,1.26,,kgeorge_gun_380_x4_c,1.32678,1.355211,1.18,,,1.27575,1.3030875,1.32678,1.355211,,,,,
gun_19_x4,,483,gun_19_x4,,,dido_gun_cal200_x4,1.85371875,1.900061719,1.2,,dido_gun_cal200_x4,1.90125,1.94878125,1.22,,richelieu_gun_b_380_x4,1.325,1.325,1.24,,richelieu_gun_b_380_x4,1.33,1.33,1.26,,kgeorge_gun_380_x4_c,1.38996,1.437345,1.18,,,1.3365,1.3820625,1.38996,1.437345,,,,,
gun_20_x4,,508,gun_20_x4,,,dido_gun_cal200_x4,1.94878125,1.946404688,1.2,,dido_gun_cal200_x4,1.99875,1.9963125,1.22,,richelieu_gun_b_380_x4,1.38,1.38,1.24,,richelieu_gun_b_380_x4,1.385,1.385,1.26,,kgeorge_gun_380_x4_c,1.4742,1.5400125,1.18,,,1.4175,1.48078125,1.4742,1.5400125,,,,,
###,,,###,,,QUAD GUN BRITISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_4_x4_britain_ca, cl",,102,gun_4_x4,britain,"ca, cl",,,,,,,,,,,didox_gun_cal133_x4,1,1.0725,2.48,,didox_gun_cal133_x4,1.0125,1.08590625,2.5,1.2,didox_gun_cal133_x4,1.02515625,1.099480078,2.52,,,,,,,,,,,
"gun_5_x4_britain_ca, cl",,127,gun_5_x4,britain,"ca, cl",,,,,,,,,,,didox_gun_cal133_x4,1.1,1.2675,1.22,,didox_gun_cal133_x4,1.11375,1.28334375,1.24,1.2,didox_gun_cal133_x4,1.127671875,1.299385547,1.26,,,,,,,,,,,
"gun_6_x4_britain_ca, cl",,152,gun_6_x4,britain,"ca, cl",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x4,1,1.0725,1.2,,british_adv_cruiser_152_gun_x4,1.0125,1.08590625,1.22,,,,,,,,,,,
"gun_7_x4_britain_ca, cl",,178,gun_7_x4,britain,"ca, cl",,,,,,,,,,,,,,,,british_adv_cruiser_152_gun_x4,1.1,1.17,1.2,,british_adv_cruiser_152_gun_x4,1.11375,1.184625,1.22,,,,,,,,,,,
###,,,###,,,QUAD GUNS USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_6_x4_usa,,152,gun_6_x4,usa,,,,,,,,,,,,,,,,,brooklyn_gun_152_x4,1,1.0725,1.3,,brooklyn_gun_152_x4,1.0125,1.08590625,1.32,,,,,,,,,,,
gun_7_x4_usa,,178,gun_7_x4,usa,,,,,,,,,,,,,,,,,brooklyn_gun_152_x4,1.1,1.145625,1.3,,brooklyn_gun_152_x4,1.11375,1.159945313,1.32,,,,,,,,,,,
gun_8_x4_usa,,203,gun_8_x4,usa,,ny_gun_356_x4,0.8,0.82875,1.18,,ny_gun_356_x4,0.82,0.84946875,1.2,,ny_gun_356_x4,0.8405,0.870705469,1.22,,brooklyn_gun_b_152_x4,1.175,1.21875,1.3,,brooklyn_gun_b_152_x4,1.1896875,1.233984375,1.32,,,,,,,,,,,
gun_9_x4_usa,,229,gun_9_x4,usa,,ny_gun_356_x4,0.85,0.8775,1.18,,ny_gun_356_x4,0.87125,0.8994375,1.2,,ny_gun_356_x4,0.89303125,0.921923438,1.22,,brooklyn_gun_b_152_x4,1.25,1.291875,1.3,,brooklyn_gun_b_152_x4,1.265625,1.308023438,1.32,,,,,,,,,,,
gun_10_x4_usa,,254,gun_10_x4,usa,,ny_gun_356_x4,0.9,0.92625,1.18,,ny_gun_356_x4,0.9225,0.94940625,1.2,,ny_gun_356_x4,0.9455625,0.973141406,1.22,,brooklyn_gun_b_152_x4,1.325,1.365,1.3,,brooklyn_gun_b_152_x4,1.3415625,1.3820625,1.32,,,,,,,,,,,
gun_11_x4_usa,,279,gun_11_x4,usa,,ny_gun_356_x4,0.95,0.975,1.18,,ny_gun_356_x4,0.97375,0.999375,1.2,,ny_gun_356_x4,0.99809375,1.024359375,1.22,,brooklyn_gun_b_152_x4,1.4,1.438125,1.3,,brooklyn_gun_b_152_x4,1.4175,1.456101563,1.32,,,,,,,,,,,
gun_12_x4_usa,,305,gun_12_x4,usa,,ny_gun_356_x4,1,1.02375,1.18,,ny_gun_356_x4,1.025,1.04934375,1.2,,ny_gun_356_x4,1.050625,1.075577344,1.22,,brooklyn_gun_b_152_x4,1.475,1.51125,1.3,,brooklyn_gun_b_152_x4,1.4934375,1.530140625,1.32,,,,,,,,,,,
gun_13_x4_usa,,330,gun_13_x4,usa,,ny_gun_356_x4,1.05,1.0725,1.18,,ny_gun_356_x4,1.07625,1.0993125,1.2,,ny_gun_356_x4,1.10315625,1.126795313,1.22,,brooklyn_gun_b_152_x4,1.55,1.584375,1.3,,brooklyn_gun_b_152_x4,1.569375,1.604179688,1.32,,,,,,,,,,,
gun_14_x4_usa,,356,gun_14_x4,usa,,ny_gun_356_x4,1.1,1.12125,1.18,,ny_gun_356_x4,1.1275,1.14928125,1.2,,ny_gun_356_x4,1.1556875,1.178013281,1.22,,brooklyn_gun_b_152_x4,1.625,1.6575,1.3,,brooklyn_gun_b_152_x4,1.6453125,1.67821875,1.32,,,,,,,,,,,
gun_15_x4_usa,,381,gun_15_x4,usa,,ny_gun_356_x4,1.15,1.1895,1.18,,ny_gun_356_x4,1.17875,1.2192375,1.2,,ny_gun_356_x4,1.20821875,1.249718438,1.22,,brooklyn_gun_b_152_x4,1.7,1.779375,1.3,,brooklyn_gun_b_152_x4,1.72125,1.801617188,1.32,,,,,,,,,,,
gun_16_x4_usa,,406,gun_16_x4,usa,,ny_gun_356_x4,1.22,1.287,1.18,,ny_gun_356_x4,1.2505,1.319175,1.2,,ny_gun_356_x4,1.2817625,1.352154375,1.22,,brooklyn_gun_b_152_x4,1.825,1.90125,1.3,,brooklyn_gun_b_152_x4,1.8478125,1.925015625,1.32,,,,,,,,,,,
gun_17_x4_usa,,432,gun_17_x4,usa,,ny_gun_356_x4,1.32,1.3845,1.2,,ny_gun_356_x4,1.353,1.4191125,1.22,,ny_gun_356_x4,1.386825,1.454590313,1.23,,brooklyn_gun_b_152_x4,1.95,2.023125,1.3,,brooklyn_gun_b_152_x4,1.974375,2.048414063,1.32,,,,,,,,,,,
gun_18_x4_usa,,457,gun_18_x4,usa,,ny_gun_356_x4,1.42,1.482,1.21,,ny_gun_356_x4,1.4555,1.51905,1.23,,ny_gun_356_x4,1.4918875,1.55702625,1.24,,brooklyn_gun_b_152_x4,2.075,2.145,1.3,,brooklyn_gun_b_152_x4,2.1009375,2.1718125,1.32,,,,,,,,,,,
gun_19_x4_usa,,483,gun_19_x4,usa,,ny_gun_356_x4,1.52,1.5795,1.22,,ny_gun_356_x4,1.558,1.6189875,1.24,,ny_gun_356_x4,1.59695,1.659462188,1.25,,brooklyn_gun_b_152_x4,2.2,2.266875,1.3,,brooklyn_gun_b_152_x4,2.2275,2.295210938,1.32,,,,,,,,,,,
gun_20_x4_usa,,508,gun_20_x4,usa,,ny_gun_356_x4,1.62,1.677,1.23,,ny_gun_356_x4,1.6605,1.718925,1.25,,ny_gun_356_x4,1.7020125,1.761898125,1.26,,brooklyn_gun_b_152_x4,2.325,2.38875,1.3,,brooklyn_gun_b_152_x4,2.3540625,2.418609375,1.32,,,,,,,,,,,
###,,,###,,,QUAD GUNS AUSTRIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x4_austria,,76,gun_3_x4,austria,,,,,,,,,,,,,,,,,de_Ruyter_gun_150_x4,0.83725,0.91235625,2.21,,de_Ruyter_gun_150_x4,0.85,0.92625,2.24,,,,,,,,,,,
gun_4_x4_austria,,102,gun_4_x4,austria,,,,,,,,,,,,,,,,,de_Ruyter_gun_150_x4,0.93575,0.960375,2.21,,de_Ruyter_gun_150_x4,0.95,0.975,2.24,,,,,,,,,,,
gun_5_x4_austria,,127,gun_5_x4,austria,,,,,,,,,,,,,,,,,de_Ruyter_gun_150_x4,0.985,1.0564125,1.21,,de_Ruyter_gun_150_x4,1,1.0725,1.23,,,,,,,,,,,
gun_6_x4_austria,,152,gun_6_x4,austria,,,,,,,,,,,,,,,,,de_Ruyter_gun_150_x4,1.0835,1.20046875,1.21,,de_Ruyter_gun_150_x4,1.1,1.21875,1.23,,,,,,,,,,,
gun_7_x4_austria,,178,gun_7_x4,austria,,,,,,,,,,,,,,,,,de_Ruyter_gun_150_x4,1.23125,1.6326375,1.21,,de_Ruyter_gun_150_x4,1.25,1.6575,1.23,,,,,,,,,,,
gun_8_x4_austria,,203,gun_8_x4,austria,,,,,,,,,,,,,,,,,de_Ruyter_gun_150_x4,1.6745,1.77669375,1.21,,de_Ruyter_gun_150_x4,1.7,1.80375,1.23,,,,,,,,,,,
gun_9_x4_austria,,229,gun_9_x4,austria,,,,,,,,,,,,,,,,,de_Ruyter_gun_150_x4,1.82225,1.92075,1.21,,de_Ruyter_gun_150_x4,1.85,1.95,1.23,,,,,,,,,,,
gun_10_x4_austria,,254,gun_10_x4,austria,,,,,,,,,,,,,,,,,de_Ruyter_gun_150_x4,1.97,2.06480625,1.21,,de_Ruyter_gun_150_x4,2,2.09625,1.23,,,,,,,,,,,
gun_11_x4_austria,,279,gun_11_x4,austria,,,,,,,,,,,,,,,,,de_Ruyter_gun_150_x4,2.11775,2.2088625,1.21,,de_Ruyter_gun_150_x4,2.15,2.2425,1.23,,,,,,,,,,,
gun_12_x4_austria,,305,gun_12_x4,austria,,,,,,,,,,,,,,,,,de_Ruyter_gun_150_x4,2.2655,2.35291875,1.21,,de_Ruyter_gun_150_x4,2.3,2.38875,1.23,,,,,,,,,,,
###,,,###,,,QUAD GUNS ITALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x4_italy,,127,gun_5_x4,italy,,dido_gun_cal200_x4,0.78,0.82704375,,,dido_gun_cal200_x4,0.8,0.84825,1.2,,dido_gun_cal200_x4,0.81,0.858853125,,,mont_gun_152_x4,1,1.0725,1.3,,mont_gun_152_x4,1.0125,1.08590625,1.32,,,,,,,,,,,
gun_6_x4_italy,,152,gun_6_x4,italy,,dido_gun_cal200_x4,0.84825,0.874575,,,dido_gun_cal200_x4,0.87,0.897,1.2,,dido_gun_cal200_x4,0.880875,0.9082125,,,mont_gun_152_x4,1.1,1.17,1.3,,mont_gun_152_x4,1.11375,1.184625,1.32,,,,,,,,,,,
gun_7_x4_italy,,178,gun_7_x4,italy,,dido_gun_cal200_x4,0.897,0.950625,,,dido_gun_cal200_x4,0.92,0.975,1.2,,dido_gun_cal200_x4,0.9315,0.9871875,,,mont_gun_152_x4,1.25,1.31625,1.3,0.965,mont_gun_152_x4,1.265625,1.332703125,1.32,0.965,,,,,,,,,,
gun_8_x4_italy,,203,gun_8_x4,italy,,dido_gun_cal200_x4,0.975,1.0456875,,,dido_gun_cal200_x4,1,1.0725,1.2,,dido_gun_cal200_x4,1.0125,1.08590625,,,mont_gun_152_x4,1.35,1.41375,1.3,0.965,mont_gun_152_x4,1.366875,1.431421875,1.32,0.965,,,,,,,,,,
gun_9_x4_italy,,229,gun_9_x4,italy,,dido_gun_cal200_x4,1.0725,1.164515625,,,dido_gun_cal200_x4,1.1,1.194375,1.2,,dido_gun_cal200_x4,1.11375,1.209304688,,,mont_gun_152_x4,1.45,1.365,1.3,0.965,mont_gun_152_x4,1.468125,1.3820625,1.32,0.965,,,,,,,,,,
gun_10_x4_italy,,254,gun_10_x4,italy,,dido_gun_cal200_x4,1.194375,1.259578125,,,dido_gun_cal200_x4,1.225,1.291875,1.2,,dido_gun_cal200_x4,1.2403125,1.308023438,,,mont_gun_152_x4,1.6,1.4625,1.3,0.965,mont_gun_152_x4,1.62,1.48078125,1.32,0.965,,,,,,,,,,
gun_11_x4_italy,,279,gun_11_x4,italy,,dido_gun_cal200_x4,1.2675,1.28334375,,,dido_gun_cal200_x4,1.3,1.31625,1.2,,dido_gun_cal200_x4,1.31625,1.332703125,,,mont_gun_152_x4,1.7,1.56,1.3,0.965,mont_gun_152_x4,1.72125,1.5795,1.32,0.965,,,,,,,,,,
gun_12_x4_italy,,305,gun_12_x4,italy,,dido_gun_cal200_x4,1.31625,1.47346875,,,dido_gun_cal200_x4,1.35,1.51125,1.2,,dido_gun_cal200_x4,1.366875,1.530140625,,,mont_gun_152_x4,1.8,1.6575,1.3,0.965,mont_gun_152_x4,1.8225,1.67821875,1.32,0.965,,,,,,,,,,
gun_13_x4_italy,,330,gun_13_x4,italy,,dido_gun_cal200_x4,1.51125,1.5400125,,,dido_gun_cal200_x4,1.55,1.5795,1.2,,dido_gun_cal200_x4,1.569375,1.59924375,,,mont_gun_152_x4,1.9,1.95,1.38,0.965,mont_gun_152_x4,1.92375,1.974375,1.4,0.965,,,,,,,,,,
gun_14_x4_italy,,356,gun_14_x4,italy,,dido_gun_cal200_x4,1.5795,1.58754375,,,dido_gun_cal200_x4,1.62,1.62825,1.2,,dido_gun_cal200_x4,1.64025,1.648603125,,,mont_gun_152_x4,2,2.0475,1.38,0.965,mont_gun_152_x4,2.025,2.07309375,1.4,0.965,,,,,,,,,,
gun_15_x4_italy,,381,gun_15_x4,italy,,dido_gun_cal200_x4,1.62825,1.635075,,,dido_gun_cal200_x4,1.67,1.677,1.2,,dido_gun_cal200_x4,1.690875,1.6979625,,,mont_gun_152_x4,2.1,2.145,1.38,0.965,mont_gun_152_x4,2.12625,2.1718125,1.4,0.965,,,,,,,,,,
gun_16_x4_italy,,406,gun_16_x4,italy,,dido_gun_cal200_x4,1.677,1.6921125,,,dido_gun_cal200_x4,1.72,1.7355,1.2,,dido_gun_cal200_x4,1.7415,1.75719375,,,mont_gun_152_x4,2.2,2.2425,1.38,0.965,mont_gun_152_x4,2.2275,2.27053125,1.4,0.965,,,,,,,,,,
gun_17_x4_italy,,432,gun_17_x4,italy,,dido_gun_cal200_x4,1.7355,1.74915,,,dido_gun_cal200_x4,1.78,1.794,1.2,,dido_gun_cal200_x4,1.80225,1.816425,,,mont_gun_152_x4,2.3,2.34,1.38,0.965,mont_gun_152_x4,2.32875,2.36925,1.4,0.965,,,,,,,,,,
gun_18_x4_italy,,457,gun_18_x4,italy,,dido_gun_cal200_x4,1.794,1.8252,,,dido_gun_cal200_x4,1.84,1.872,1.2,,dido_gun_cal200_x4,1.863,1.8954,,,mont_gun_152_x4,2.4,2.4375,1.38,0.965,mont_gun_152_x4,2.43,2.46796875,1.4,0.965,,,,,,,,,,
gun_19_x4_italy,,483,gun_19_x4,italy,,dido_gun_cal200_x4,1.872,1.90125,,,dido_gun_cal200_x4,1.92,1.95,1.2,,dido_gun_cal200_x4,1.944,1.974375,,,mont_gun_152_x4,2.5,2.535,1.38,0.965,mont_gun_152_x4,2.53125,2.5666875,1.4,0.965,,,,,,,,,,
gun_20_x4_italy,,508,gun_20_x4,italy,,dido_gun_cal200_x4,1.95,1.9963125,,,dido_gun_cal200_x4,2,2.0475,1.2,,dido_gun_cal200_x4,2.025,2.07309375,,,mont_gun_152_x4,2.6,2.6325,1.38,0.965,mont_gun_152_x4,2.6325,2.66540625,1.4,0.965,,,,,,,,,,
###,,,###,,,QUAD GUNS FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x4_france,,51,gun_2_x4,france,,richelieu_gun_120_x4,1.003455206,1.07154681,1.08,,richelieu_gun_120_x4,1.01873625,1.087864781,1.1,,richelieu_gun_120_x4,1.03425,1.10443125,1.12,,richelieu_gun_120_x4,1.05,1.12125,1.14,,richelieu_gun_120_x4,1.063125,1.135265625,1.16,,,,,,,,,,,
gun_3_x4_france,,76,gun_3_x4,france,,richelieu_gun_120_x4,1.099022369,1.164724793,1.08,,richelieu_gun_120_x4,1.11575875,1.182461719,1.1,,richelieu_gun_120_x4,1.13275,1.20046875,1.12,,richelieu_gun_120_x4,1.15,1.21875,1.14,,richelieu_gun_120_x4,1.164375,1.233984375,1.16,,,,,,,,,,,
gun_4_x4_france,0,102,gun_4_x4,france,,richelieu_gun_120_x4,1.194589531,1.257902776,1.08,,richelieu_gun_120_x4,1.21278125,1.277058656,1.1,,richelieu_gun_120_x4,1.23125,1.29650625,1.12,,richelieu_gun_120_x4,1.25,1.31625,1.14,,richelieu_gun_120_x4,1.265625,1.332703125,1.16,,,,,,,,,,,
gun_4_x4_france,,102,gun_4_x4,france,,didox_gun_cal133_x4,0.8732025,1.040566313,2.46,,didox_gun_cal133_x4,0.8865,1.0564125,2.48,,didox_gun_cal133_x4,0.9,1.0725,2.5,,rich_gun_cal130_x4,1.23,1.29675,2.52,,rich_gun_cal130_x4,1.245375,1.312959375,2.54,,,,,,,,,,,
gun_5_x4_france,,127,gun_5_x4,france,,didox_gun_cal133_x4,1.0672475,1.229760188,1.36,,didox_gun_cal133_x4,1.0835,1.2484875,1.38,,didox_gun_cal133_x4,1.1,1.2675,1.22,,rich_gun_cal130_x4,1.33,1.39425,1.5,,rich_gun_cal130_x4,1.346625,1.411678125,1.52,,,,,,,,,,,
gun_6_x4_france,,152,gun_6_x4,france,,didox_gun_cal133_x4,1.2612925,1.324357125,1.26,,didox_gun_cal133_x4,1.2805,1.344525,1.22,,didox_gun_cal133_x4,1.3,1.365,1.22,,rich_gun_cal130_x4,1.43,1.56,1.4,,rich_gun_cal130_x4,1.447875,1.5795,1.42,,,,,,,,,,,
gun_7_x4_france,,178,gun_7_x4,france,,didox_gun_cal133_x4,1.358315,1.418954063,1.18,,didox_gun_cal133_x4,1.379,1.4405625,1.2,,didox_gun_cal133_x4,1.4,1.4625,1.22,,rich_gun_cal130_x4,1.6,1.70625,1.3,,rich_gun_cal130_x4,1.62,1.727578125,1.33,,,,,,,,,,,
gun_8_x4_france,,203,gun_8_x4,france,,didox_gun_cal133_x4,1.4553375,1.513551,1.18,,didox_gun_cal133_x4,1.4775,1.5366,1.2,,didox_gun_cal133_x4,1.5,1.56,1.22,,rich_gun_cal130_x4,1.75,1.8525,1.3,,rich_gun_cal130_x4,1.771875,1.87565625,1.33,,,,,,,,,,,
gun_9_x4_france,,229,gun_9_x4,france,,dido_gun_cal200_x4,0.9316125,0.982470938,1.2,,dido_gun_cal200_x4,0.9555,1.0076625,1.22,,dido_gun_cal200_x4,0.98,1.0335,1.24,,richelieu_gun_380_x4,0.717609375,0.749645508,1.3,,richelieu_gun_380_x4,0.726579492,0.759016077,1.32,,,,,,,,,,,
gun_10_x4_france,,254,gun_10_x4,france,,dido_gun_cal200_x4,1.0076625,1.056619688,1.2,,dido_gun_cal200_x4,1.0335,1.0837125,1.22,,dido_gun_cal200_x4,1.06,1.1115,1.24,,richelieu_gun_380_x4,0.768867188,0.799621875,1.3,,richelieu_gun_380_x4,0.778478027,0.809617148,1.32,,,,,,,,,,,
gun_11_x4_france,,279,gun_11_x4,france,,dido_gun_cal200_x4,1.0837125,1.130768438,1.2,,dido_gun_cal200_x4,1.1115,1.1597625,1.22,,dido_gun_cal200_x4,1.14,1.1895,1.24,,richelieu_gun_380_x4,0.820125,0.849598242,1.3,,richelieu_gun_380_x4,0.830376563,0.86021822,1.32,,,,,,,,,,,
gun_12_x4_france,,305,gun_12_x4,france,,dido_gun_cal200_x4,1.1597625,1.204917188,1.2,,dido_gun_cal200_x4,1.1895,1.2358125,1.22,,dido_gun_cal200_x4,1.22,1.2675,1.24,,richelieu_gun_380_x4,0.871382813,0.899574609,1.3,,richelieu_gun_380_x4,0.882275098,0.910819292,1.32,,,,,,,,,,,
gun_13_x4_france,,330,gun_13_x4,france,,dido_gun_cal200_x4,1.2358125,1.297603125,1.2,,dido_gun_cal200_x4,1.2675,1.330875,1.22,,dido_gun_cal200_x4,1.3,1.365,1.24,,richelieu_gun_380_x4,0.922640625,0.949550977,1.3,,richelieu_gun_380_x4,0.934173633,0.961420364,1.32,,,,,,,,,,,
gun_14_x4_france,,356,gun_14_x4,france,,dido_gun_cal200_x4,1.330875,1.390289063,1.2,,dido_gun_cal200_x4,1.365,1.4259375,1.22,,dido_gun_cal200_x4,1.4,1.4625,1.24,,richelieu_gun_380_x4,0.973898438,0.999527344,1.3,,richelieu_gun_380_x4,0.986072168,1.012021436,1.32,,,,,,,,,,,
gun_15_x4_france,,381,gun_15_x4,france,,dido_gun_cal200_x4,1.4259375,1.482975,1.2,,dido_gun_cal200_x4,1.4625,1.521,1.22,,dido_gun_cal200_x4,1.5,1.56,1.24,,richelieu_gun_380_x4,1.02515625,1.059498984,1.3,,richelieu_gun_380_x4,1.037970703,1.072742722,1.32,,,,,,,,,,,
gun_16_x4_france,,406,gun_16_x4,france,,dido_gun_cal200_x4,1.521,1.575660938,1.2,,dido_gun_cal200_x4,1.56,1.6160625,1.22,,dido_gun_cal200_x4,1.6,1.6575,1.24,,richelieu_gun_380_x4,1.086665625,1.119470625,1.3,,richelieu_gun_380_x4,1.100248945,1.133464008,1.32,,,,,,,,,,,
gun_17_x4_france,,432,gun_17_x4,france,,dido_gun_cal200_x4,1.6160625,1.668346875,1.2,,dido_gun_cal200_x4,1.6575,1.711125,1.22,,dido_gun_cal200_x4,1.7,1.755,1.24,,richelieu_gun_380_x4,1.148175,1.199432813,1.3,,richelieu_gun_380_x4,1.162527188,1.214425723,1.32,,,,,,,,,,,
gun_18_x4_france,,457,gun_18_x4,france,,dido_gun_cal200_x4,1.711125,1.761032813,1.2,,dido_gun_cal200_x4,1.755,1.8061875,1.22,,dido_gun_cal200_x4,1.8,1.8525,1.24,,richelieu_gun_380_x4,1.2301875,1.259404453,1.3,,richelieu_gun_380_x4,1.245564844,1.275147009,1.32,,,,,,,,,,,
gun_19_x4_france,,483,gun_19_x4,france,,dido_gun_cal200_x4,1.8061875,1.85371875,1.2,,dido_gun_cal200_x4,1.8525,1.90125,1.22,,dido_gun_cal200_x4,1.9,1.95,1.24,,richelieu_gun_380_x4,1.291696875,1.319376094,1.3,,richelieu_gun_380_x4,1.307843086,1.335868295,1.32,,,,,,,,,,,
gun_20_x4_france,,508,gun_20_x4,france,,dido_gun_cal200_x4,1.90125,1.946404688,1.2,,dido_gun_cal200_x4,1.95,1.9963125,1.22,,dido_gun_cal200_x4,2,2.0475,1.24,,richelieu_gun_380_x4,1.35320625,1.401260449,1.3,,richelieu_gun_380_x4,1.370121328,1.418776205,1.32,,,,,,,,,,,
###,,,###,,,SMALL GUNS FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_2_x1_france_bb,bc,ca,cl",,51,gun_2_x1,france,"bb,bc,ca,cl",bouvet_gun_100_x1,0.86,0.90675,4,,,,,,,,,,,,richelieu_gun_100_x1,1.2,1.31625,1.14,,richelieu_gun_100_x1,1.215,1.332703125,1.16,,,,,,,,,,,
"gun_2_x2_france_bb,bc,ca,cl",,51,gun_2_x2,france,"bb,bc,ca,cl",,,,,,,,,,,,,,,,richelieu_gun_100_x2,1.2,1.31625,1.14,,richelieu_gun_100_x2,1.215,1.332703125,1.16,,,,,,,,,,,
"gun_2_x3_france_bb,bc,ca,cl",,51,gun_2_x3,france,"bb,bc,ca,cl",,,,,,,,,,,,,,,,richelieu_gun_100_x3,1.2,1.31625,1.14,,richelieu_gun_100_x3,1.215,1.332703125,1.16,,,,,,,,,,,
"gun_3_x1_france_bb,bc,ca,cl",,76,gun_3_x1,france,"bb,bc,ca,cl",bouvet_gun_100_x1,0.93,0.975,4,,,,,,,,,,,,richelieu_gun_100_x1,1.35,1.4625,1.14,,richelieu_gun_100_x1,1.366875,1.48078125,1.16,,,,,,,,,,,
"gun_3_x2_france_bb,bc,ca,cl",,76,gun_3_x2,france,"bb,bc,ca,cl",,,,,,,,,,,,,,,,richelieu_gun_100_x2,1.35,1.4625,1.14,,richelieu_gun_100_x2,1.366875,1.48078125,1.16,,,,,,,,,,,
"gun_3_x3_france_bb,bc,ca,cl",,76,gun_3_x3,france,"bb,bc,ca,cl",,,,,,,,,,,,,,,,richelieu_gun_100_x3,1.35,1.4625,1.14,,richelieu_gun_100_x3,1.366875,1.48078125,1.16,,,,,,,,,,,
"gun_4_x1_france_bb,bc,ca,cl, dd",,102,gun_4_x1,france,"bb,bc,ca,cl, dd",bouvet_gun_100_x1,1,1.04325,4,,,,,,,,,,,,rich_gun_cal130_x1,1.23,1.29675,2.6,,rich_gun_cal130_x1,1.245375,1.312959375,2.62,,,,,,,,,,,
"gun_4_x2_france_bb,bc,ca,cl, dd",,102,gun_4_x2,france,"bb,bc,ca,cl, dd",,,,,,,,,,,,,,,,rich_gun_cal130_x2,1.23,1.29675,2.6,,rich_gun_cal130_x2,1.245375,1.312959375,2.62,,,,,,,,,,,
"gun_4_x3_france_bb,bc,ca,cl, dd",,102,gun_4_x3,france,"bb,bc,ca,cl, dd",,,,,,,,,,,,,,,,rich_gun_cal130_x3,1.23,1.29675,2.6,,rich_gun_cal130_x3,1.245375,1.312959375,2.62,,,,,,,,,,,
